# Gradient from BCP/RCP (upwards)
# number of points: 123
# ---- origin of the path ---- 
# name: b5 (bond) ncp: 13 ncpcel: 13
# rho: 3.137795072E-01 grad: 2.500538196E-15 lap: -9.019386871E-01
# starting position (cryst.): 0.57733558   0.35645714   0.49411765   
# starting position (bohr): 1.13598238   -1.97363576  -0.00001294  
# starting path direction (bohr): -0.86641020  -0.49933291  0.00000125   
# ---- end of the path ---- 
# name: C_ (nucleus) ncp: 4 ncpcel: 4
# rho: 1.224259735E+02 grad: 0.000000000E+00 lap: -4.123135600E+06
# end position (cryst.): 0.49664593   0.30995864   0.49411927   
# end position (bohr): 0.00000000   -2.62826100  0.00000000   
# 
#          x                    y                    z                  rho                 rhox                 rhoy                 rhoz                rhoxx                rhoxy                rhoxz                rhoyy                rhoyz                rhozz 
  0.349756055373E+01  -0.201950109301E+01  -0.124767827061E-04   0.288698953435E+00   0.464620445982E-01  -0.268425672045E-01   0.111890020968E-06   0.215087256761E+00  -0.644571293624E+00   0.589869176067E-04  -0.530494791239E+00   0.284124258565E-06  -0.888680806259E+00 
  0.350622008341E+01  -0.202450234742E+01  -0.123869305657E-04   0.289265078313E+00   0.515984233396E-01  -0.298003422447E-01   0.552211693825E-06   0.220226386054E+00  -0.655656265233E+00   0.560984228112E-04  -0.537929435911E+00   0.174864400440E-06  -0.902617766200E+00 
  0.351487961310E+01  -0.202950360182E+01  -0.122970784249E-04   0.289891050730E+00   0.568330994849E-01  -0.328175077790E-01   0.792567732753E-06   0.224774966571E+00  -0.667120516821E+00   0.173977819696E-04  -0.545850889889E+00   0.740537640216E-05  -0.917469693959E+00 
  0.352353962777E+01  -0.203450401639E+01  -0.121876458623E-04   0.290578011414E+00   0.621657682256E-01  -0.358933649453E-01   0.768951898687E-06   0.229778538396E+00  -0.678854407321E+00   0.146397929807E-04  -0.554881346185E+00   0.562612744831E-05  -0.932820118359E+00 
  0.353219981886E+01  -0.203950412541E+01  -0.120912261261E-04   0.291327132556E+00   0.676025560089E-01  -0.390308563371E-01   0.695678773093E-06   0.234384473647E+00  -0.691423958799E+00  -0.194304204852E-05  -0.563422823555E+00   0.107339048869E-04  -0.949346478972E+00 
  0.354085974882E+01  -0.204450468669E+01  -0.120242658741E-04   0.292139620253E+00   0.731373737159E-01  -0.422348383441E-01   0.459190069043E-06   0.237947354334E+00  -0.704603102968E+00  -0.230383400791E-04  -0.572631975289E+00   0.150688885267E-04  -0.966882753038E+00 
  0.354951909162E+01  -0.204950626467E+01  -0.119990279108E-04   0.293016671964E+00   0.787773920250E-01  -0.455061690525E-01   0.827763185997E-07   0.243016713595E+00  -0.718424639704E+00  -0.380006712210E-04  -0.582997294935E+00   0.140039204583E-04  -0.985527957583E+00 
  0.355817791031E+01  -0.205450874995E+01  -0.120157734123E-04   0.293959584638E+00   0.845323781308E-01  -0.488417812660E-01  -0.308950068298E-06   0.248259094696E+00  -0.732288941879E+00  -0.411855041094E-04  -0.594378583468E+00   0.126970986739E-04  -0.100559600403E+01 
  0.356683629990E+01  -0.205951197788E+01  -0.120660040519E-04   0.294969666421E+00   0.904005074656E-01  -0.522416307440E-01  -0.738059639502E-06   0.252808200519E+00  -0.746860194973E+00  -0.368692788688E-04  -0.606119062947E+00  -0.814929444226E-05  -0.102696502564E+01 
  0.357549436579E+01  -0.206451576594E+01  -0.120967113912E-04   0.296048241062E+00   0.963867233920E-01  -0.557086151672E-01  -0.453683451274E-06   0.257886367769E+00  -0.762186561981E+00   0.517846012143E-04  -0.619231973029E+00  -0.601863243694E-04  -0.104890306422E+01 
  0.358415216788E+01  -0.206952001044E+01  -0.120992991279E-04   0.297196701105E+00   0.102497872058E+00  -0.592467490863E-01   0.317743362204E-06   0.262951180992E+00  -0.778908920174E+00   0.126139141712E-04  -0.633051740484E+00  -0.434341102654E-04  -0.107228967796E+01 
  0.359280973846E+01  -0.207452465545E+01  -0.121301903349E-04   0.298416500058E+00   0.108732364224E+00  -0.628569413209E-01  -0.191712958771E-06   0.266943107897E+00  -0.795788456786E+00  -0.101620187491E-03  -0.648414875184E+00   0.259548283398E-04  -0.109725118337E+01 
  0.360146707714E+01  -0.207952970160E+01  -0.122233965096E-04   0.299709035508E+00   0.115088301630E+00  -0.665372317775E-01  -0.126116376086E-05   0.271257717767E+00  -0.813606320842E+00  -0.133142617942E-03  -0.664223370417E+00   0.402299364479E-04  -0.112311132943E+01 
  0.361012441582E+01  -0.208453474775E+01  -0.123166026840E-04   0.301075778687E+00   0.121575897191E+00  -0.702968013745E-01  -0.265573423381E-05   0.275741899978E+00  -0.832229939663E+00  -0.160127096831E-03  -0.680897835803E+00   0.338445425690E-04  -0.115029954679E+01 
  0.361878137438E+01  -0.208954045134E+01  -0.125397415820E-04   0.302518227834E+00   0.128186521940E+00  -0.741232981424E-01  -0.374671410804E-05   0.278259759942E+00  -0.850100770552E+00  -0.137581840920E-03  -0.700081634700E+00  -0.541417084862E-04  -0.117972236211E+01 
  0.362743828552E+01  -0.209454623693E+01  -0.127640445671E-04   0.304037646087E+00   0.134897480976E+00  -0.780033380245E-01  -0.321420323463E-05   0.278399784402E+00  -0.868003571097E+00   0.408443260540E-04  -0.721293487517E+00  -0.236983068119E-03  -0.121141789755E+01 
  0.363609526588E+01  -0.209955190283E+01  -0.128729682705E-04   0.305635064963E+00   0.141690628267E+00  -0.819274398982E-01  -0.893946253353E-06   0.276580191505E+00  -0.886003979679E+00   0.104082150221E-03  -0.744203352093E+00  -0.219740944096E-03  -0.124443787740E+01 
  0.364475225137E+01  -0.210455755985E+01  -0.129294049422E-04   0.307311353530E+00   0.148552819416E+00  -0.858965459620E-01  -0.639444677418E-06   0.272854725174E+00  -0.904369812235E+00  -0.472824680913E-04  -0.767407978264E+00   0.105550460997E-03  -0.127807431089E+01 
  0.365340925238E+01  -0.210956319002E+01  -0.130051729683E-04   0.309067209570E+00   0.155461596559E+00  -0.898913122586E-01  -0.148318141171E-05   0.267575862032E+00  -0.921700885203E+00  -0.550850440489E-04  -0.794804593409E+00   0.868635529573E-04  -0.131479169139E+01 
  0.366206645108E+01  -0.211456847829E+01  -0.131057478812E-04   0.310903049252E+00   0.162401230440E+00  -0.938933273089E-01  -0.208890995302E-05   0.259395258489E+00  -0.938599994823E+00  -0.913988244193E-05  -0.824510312704E+00   0.100651478673E-03  -0.135343259886E+01 
  0.367072397792E+01  -0.211957319898E+01  -0.132198789289E-04   0.312818988479E+00   0.169339146111E+00  -0.978859276745E-01  -0.241673474859E-05   0.248402015628E+00  -0.955699513955E+00   0.830180343383E-05  -0.855951479971E+00   0.812262721783E-04  -0.139492205349E+01 
  0.367938184242E+01  -0.212457733549E+01  -0.133274126228E-04   0.314814917143E+00   0.176264081306E+00  -0.101873627386E+00  -0.232436059820E-05   0.235648890622E+00  -0.973156824719E+00   0.529468494769E-04  -0.888856300370E+00   0.428256064751E-04  -0.143807746995E+01 
  0.368804012530E+01  -0.212958074808E+01  -0.134215288834E-04   0.316890554742E+00   0.183151708803E+00  -0.105836086404E+00  -0.176038583948E-05   0.220701227710E+00  -0.990084869793E+00   0.528198274953E-04  -0.925047200371E+00   0.164792392388E-04  -0.148307109630E+01 
  0.369669912974E+01  -0.213458291183E+01  -0.135716105953E-04   0.319045367774E+00   0.189996882256E+00  -0.109759634867E+00  -0.231268100988E-05   0.207114914703E+00  -0.100723022476E+01  -0.253048615483E-03  -0.964056716872E+00   0.108128069496E-03  -0.152908578047E+01 
  0.370535813417E+01  -0.213958507557E+01  -0.137216923077E-04   0.321278826996E+00   0.196809151898E+00  -0.113628538442E+00  -0.621753722408E-05   0.191643862939E+00  -0.102297197095E+01  -0.372032210444E-03  -0.100486331634E+01   0.122703462871E-03  -0.157905103587E+01 
  0.371401919998E+01  -0.214458366927E+01  -0.140692393336E-04   0.323590147699E+00   0.203543725209E+00  -0.117432455119E+00  -0.975152295726E-05   0.171873803220E+00  -0.103983834847E+01  -0.430466813881E-03  -0.104780635558E+01   0.164448478484E-03  -0.163231758078E+01 
  0.372268192688E+01  -0.214957938368E+01  -0.145725153278E-04   0.325978218872E+00   0.210180739429E+00  -0.121169797120E+00  -0.137761696082E-04   0.151687095339E+00  -0.105814058543E+01  -0.453291562700E-03  -0.109400701044E+01   0.183306398770E-03  -0.168820310244E+01 
  0.373134638271E+01  -0.215457209886E+01  -0.151987311665E-04   0.328441855121E+00   0.216700314380E+00  -0.124828609481E+00  -0.168258282160E-04   0.120462744178E+00  -0.107250507325E+01  -0.313963269860E-03  -0.114148516380E+01   0.967025360327E-04  -0.174382892483E+01 
  0.374001242532E+01  -0.215956205927E+01  -0.158640989301E-04   0.330978897758E+00   0.222973646275E+00  -0.128352872096E+00  -0.176031262042E-04   0.849578227655E-01  -0.108352131321E+01  -0.896079793324E-04  -0.119192462392E+01  -0.864282235768E-04  -0.180359292629E+01 
  0.374867983537E+01  -0.216454964412E+01  -0.164271822940E-04   0.333586243338E+00   0.228941544662E+00  -0.131706828855E+00  -0.144035368832E-04   0.368710827820E-01  -0.109347544700E+01   0.340620794838E-03  -0.124701829828E+01  -0.443925067678E-03  -0.186535658451E+01 
  0.375734786834E+01  -0.216953614635E+01  -0.166944347417E-04   0.336259794799E+00   0.234481041797E+00  -0.134864897852E+00  -0.516955544154E-05  -0.252678783895E-01  -0.110249499934E+01   0.847992957054E-03  -0.130602361838E+01  -0.917261993727E-03  -0.193143892622E+01 
  0.376601549062E+01  -0.217452336240E+01  -0.166502049725E-04   0.338994165263E+00   0.239461702575E+00  -0.137771575340E+00   0.581801969018E-05  -0.969039616949E-01  -0.110768728585E+01   0.470308365734E-03  -0.136883509183E+01  -0.539594550578E-03  -0.199857128308E+01 
  0.377468171136E+01  -0.217951301350E+01  -0.164590824885E-04   0.341782924998E+00   0.243833450898E+00  -0.140397318644E+00   0.811801084681E-05  -0.174006516287E+00  -0.110957660117E+01   0.722301454776E-04  -0.143434877935E+01  -0.140317286893E-03  -0.206665301016E+01 
  0.378334570487E+01  -0.218450653095E+01  -0.162235285779E-04   0.344618721119E+00   0.247473060338E+00  -0.142650777397E+00   0.828161671430E-05  -0.264984676153E+00  -0.110505223370E+01  -0.311422407452E-04  -0.150754697248E+01  -0.294620728938E-04  -0.214073336959E+01 
  0.379200686455E+01  -0.218950496198E+01  -0.159986263366E-04   0.347492636786E+00   0.250278302707E+00  -0.144475514910E+00   0.702799639350E-05  -0.358590702365E+00  -0.110125925834E+01  -0.629828739611E-04  -0.158475668989E+01   0.111450310138E-03  -0.221755118941E+01 
  0.380066802424E+01  -0.219450339301E+01  -0.157737240958E-04   0.350395311164E+00   0.252257469551E+00  -0.145843167921E+00   0.580634677817E-05  -0.450125000219E+00  -0.109197751474E+01   0.146985065614E-03  -0.167036124638E+01   0.248345971983E-03  -0.229222194151E+01 
  0.380932409428E+01  -0.219951063292E+01  -0.155657246044E-04   0.353317043393E+00   0.253399987471E+00  -0.146669969223E+00   0.616575551132E-05  -0.550735334630E+00  -0.107897865206E+01   0.156802229285E-03  -0.175628063382E+01   0.230290987543E-03  -0.237527563803E+01 
  0.381797726493E+01  -0.220452288168E+01  -0.153764010942E-04   0.356246818300E+00   0.253469715232E+00  -0.146900449613E+00   0.524037462339E-05  -0.665264938646E+00  -0.105848729168E+01  -0.199807001656E-05  -0.184307338751E+01   0.178993434972E-04  -0.246080558747E+01 
  0.382662840171E+01  -0.220953864008E+01  -0.152071339254E-04   0.359172357496E+00   0.252554001473E+00  -0.146475188407E+00   0.471839665414E-05  -0.756872390403E+00  -0.103428979765E+01  -0.623599720152E-06  -0.193597031705E+01   0.174204909070E-04  -0.254482378932E+01 
  0.383527896341E+01  -0.221455539025E+01  -0.150549077120E-04   0.362082303716E+00   0.250713974783E+00  -0.145403176602E+00   0.422398425374E-05  -0.877329692297E+00  -0.102086462127E+01  -0.281208209017E-05  -0.203649509291E+01   0.197589086224E-04  -0.262907354052E+01 
  0.384392832490E+01  -0.221957420941E+01  -0.149189818184E-04   0.364963254248E+00   0.247419944764E+00  -0.143593628905E+00   0.371664606370E-05  -0.103738035259E+01  -0.986775889294E+00   0.461604016166E-07  -0.214323174839E+01   0.322723027305E-04  -0.271619441091E+01 
  0.385257604379E+01  -0.222459585835E+01  -0.147968539093E-04   0.367798345858E+00   0.242708750151E+00  -0.140974250961E+00   0.325561215876E-05  -0.118138485575E+01  -0.954599225615E+00   0.181552940173E-04  -0.224598843260E+01   0.372077205428E-04  -0.280625918683E+01 
  0.386122226847E+01  -0.222962007956E+01  -0.146771856953E-04   0.370571343406E+00   0.236579997174E+00  -0.137513132656E+00   0.310803591632E-05  -0.132460034461E+01  -0.917647947025E+00   0.675888186512E-04  -0.235512869789E+01   0.186741140879E-04  -0.289387571217E+01 
  0.386986735192E+01  -0.223464626420E+01  -0.145399873803E-04   0.373265537702E+00   0.229006175391E+00  -0.133165693570E+00   0.356916030639E-05  -0.147219376625E+01  -0.876699163252E+00   0.129626984023E-03  -0.246017639171E+01  -0.185814905538E-04  -0.298039203820E+01 
  0.387851107982E+01  -0.223967477969E+01  -0.143840774700E-04   0.375863723023E+00   0.219921433507E+00  -0.127950313247E+00   0.431895584198E-05  -0.162687199741E+01  -0.834387282839E+00   0.869061845726E-04  -0.255665417746E+01  -0.232304129987E-04  -0.306771335810E+01 
  0.388715296826E+01  -0.224470645576E+01  -0.142245696684E-04   0.378348173891E+00   0.209267062232E+00  -0.121848927800E+00   0.400173217237E-05  -0.178380796239E+01  -0.793942461925E+00  -0.736290876898E-06  -0.266151722411E+01  -0.850673586418E-05  -0.315302288082E+01 
  0.389579485671E+01  -0.224973813184E+01  -0.140650618667E-04   0.380701100028E+00   0.197089968664E+00  -0.114908041607E+00   0.368292640977E-05  -0.194018746909E+01  -0.759902086154E+00   0.194841215031E-04  -0.276429126356E+01  -0.215495474582E-04  -0.323894711361E+01 
  0.390443135722E+01  -0.225477905030E+01  -0.139021129599E-04   0.382905225307E+00   0.183391824332E+00  -0.107148623495E+00   0.350205124915E-05  -0.209797543067E+01  -0.728907843350E+00   0.327271807645E-04  -0.286469451122E+01  -0.279979208480E-04  -0.332059722926E+01 
  0.391306216240E+01  -0.225982971380E+01  -0.137319435840E-04   0.384943791406E+00   0.168322760426E+00  -0.986088005870E-01   0.338617263669E-05  -0.222751777049E+01  -0.708107100352E+00   0.419533155133E-04  -0.296054285393E+01  -0.250517180471E-04  -0.339926122868E+01 
  0.392168563643E+01  -0.226489288432E+01  -0.135471147282E-04   0.386802639192E+00   0.152133250458E+00  -0.894383888042E-01   0.336582260146E-05  -0.235234478381E+01  -0.697848258563E+00   0.668390320360E-04  -0.305645378868E+01  -0.389113746896E-04  -0.348771986431E+01 
  0.393029963875E+01  -0.226997215237E+01  -0.133289916193E-04   0.388469308492E+00   0.134910492571E+00  -0.796652003929E-01   0.357610653650E-05  -0.246455590409E+01  -0.698073999305E+00   0.104278152256E-03  -0.315600603317E+01  -0.625159682747E-04  -0.358531107628E+01 
  0.393890422025E+01  -0.227506736356E+01  -0.130461406220E-04   0.389933267749E+00   0.117005682942E+00  -0.693915685870E-01   0.403790402383E-05  -0.251669579943E+01  -0.717105740884E+00   0.152977376229E-03  -0.326001991786E+01  -0.923125184811E-04  -0.369713794924E+01 
  0.394750420622E+01  -0.228017032753E+01  -0.126512274692E-04   0.391189397293E+00   0.990363145612E-01  -0.588340208531E-01   0.469067905096E-05  -0.253218797633E+01  -0.766370299130E+00   0.220264198055E-03  -0.336843343350E+01  -0.126110017673E-03  -0.382905773247E+01 
  0.395610914992E+01  -0.228526492698E+01  -0.120699424939E-04   0.392238562675E+00   0.815344730765E-01  -0.483558746292E-01   0.547670519377E-05  -0.248199568417E+01  -0.867589835581E+00   0.316261353755E-03  -0.348974171549E+01  -0.179736011158E-03  -0.399122974659E+01 
  0.396474096462E+01  -0.229031386491E+01  -0.112027487145E-04   0.393090585578E+00   0.654923666471E-01  -0.385470058299E-01   0.624358719805E-05  -0.232446510680E+01  -0.104444686615E+01   0.440283109085E-03  -0.365269771307E+01  -0.249097613558E-03  -0.420164444236E+01 
  0.397344168521E+01  -0.229524311026E+01  -0.996131844033E-05   0.393768607746E+00   0.521754055133E-01  -0.301465868626E-01   0.677947428366E-05  -0.204050382436E+01  -0.130874955001E+01   0.599663427314E-03  -0.390231384606E+01  -0.336994784858E-03  -0.449961829420E+01 
  0.398225071828E+01  -0.229997607273E+01  -0.835395243071E-05   0.394310870295E+00   0.428920477223E-01  -0.239478736296E-01   0.712967119199E-05  -0.164976051332E+01  -0.169266342443E+01   0.788574334087E-03  -0.428607631388E+01  -0.441128621813E-03  -0.495311108679E+01 
  0.399105975135E+01  -0.230470903520E+01  -0.674658642108E-05   0.394771657098E+00   0.396636443230E-01  -0.196028718526E-01   0.893827335453E-05  -0.117535360042E+01  -0.225747580550E+01   0.101210799476E-02  -0.487444374331E+01  -0.572767915379E-03  -0.566781170605E+01 
  0.400005109550E+01  -0.230908576074E+01  -0.475284762125E-05   0.395222854399E+00   0.428253062793E-01  -0.205105993871E-01   0.933156231075E-05  -0.729170621734E+00  -0.314120489919E+01   0.119522707742E-02  -0.573220914059E+01  -0.710337923842E-03  -0.682611678516E+01 
  0.400904347598E+01  -0.231346035673E+01  -0.294587074379E-05   0.395753938669E+00   0.542750348252E-01  -0.267260602251E-01   0.102620732930E-04  -0.451286736260E+00  -0.452288978484E+01   0.132786472565E-02  -0.706217057156E+01  -0.853311478869E-03  -0.877155928154E+01 
  0.401794306017E+01  -0.231802077327E+01  -0.148802471545E-05   0.396470660622E+00   0.752716799323E-01  -0.391489777017E-01   0.115917672833E-04  -0.642071204459E+00  -0.674899427516E+01   0.136587355228E-02  -0.930747903214E+01  -0.978174846531E-03  -0.122351025259E+02 
  0.402669393513E+01  -0.232286042061E+01  -0.434661855397E-06   0.397491296341E+00   0.105859355412E+00  -0.590711744001E-01   0.121419255492E-04  -0.213723925322E+01  -0.106355445714E+02   0.120453833249E-02  -0.136308776156E+02  -0.101505628965E-02  -0.190430997307E+02 
  0.403536073558E+01  -0.232784906465E+01   0.400065133910E-06   0.398922339102E+00   0.136701778225E+00  -0.926833246205E-01   0.173439161480E-05  -0.868159517861E+01  -0.187902541630E+02   0.309908317711E-04  -0.235335254613E+02  -0.370456352479E-03  -0.352650713724E+02 
  0.404354813149E+01  -0.233359071494E+01   0.332913784540E-06   0.400611032422E+00   0.994062381872E-01  -0.702277991256E-01  -0.139266163530E-05  -0.580314917199E+02  -0.268748818316E+02  -0.170915355114E-02  -0.742878444646E+02   0.804539579978E-03  -0.930740545493E+02 
  0.404815400000E+01  -0.233720400000E+01   0.444089209850E-15   0.399326447278E+00   0.000000000000E+00   0.000000000000E+00   0.000000000000E+00   0.860117106083E+01   0.116030490854E+01   0.821620299330E-03   0.599336460967E+01  -0.134415939023E-02   0.935124861013E+01 
# End gradient path

# Gradient from BCP/RCP (upwards)
# number of points: 123
# ---- origin of the path ---- 
# name: b11 (bond) ncp: 22 ncpcel: 22
# rho: 2.860939053E-01 grad: 2.152771734E-12 lap: -1.093794859E+00
# starting position (cryst.): 0.73893134   0.35675529   0.49411767   
# starting position (bohr): 3.41099427   -1.96943835  -0.00001285  
# starting path direction (bohr): -0.86566286  0.50062742   -0.00000375  
# ---- end of the path ---- 
# name: C_ (nucleus) ncp: 3 ncpcel: 3
# rho: 1.224252340E+02 grad: 0.000000000E+00 lap: -4.123113662E+06
# end position (cryst.): 0.65832188   0.40330225   0.49411927   
# end position (bohr): 2.27614100   -1.31413100  0.00000000   
# 
#          x                    y                    z                  rho                 rhox                 rhoy                 rhoz                rhoxx                rhoxy                rhoxz                rhoyy                rhoyz                rhozz 
  0.341099426779E+01  -0.196943835100E+01  -0.128516623312E-04   0.286093905256E+00   0.190860229097E-11  -0.995821480831E-12  -0.173579733177E-14   0.169099447877E+00  -0.559992304005E+00   0.571012442566E-05  -0.475361564384E+00   0.285171360797E-06  -0.787532742232E+00 
  0.332442798184E+01  -0.191937560898E+01  -0.132265419568E-04   0.288426419807E+00  -0.393385813708E-01   0.226951340618E-01   0.367410317768E-06   0.126502358372E+00  -0.505872781125E+00  -0.137657282024E-05  -0.455913943086E+00   0.234834526687E-05  -0.736743635027E+00 
  0.331576710136E+01  -0.191437669417E+01  -0.131698806034E-04   0.288901423388E+00  -0.429354905249E-01   0.247814214106E-01   0.298578079582E-06   0.122504656472E+00  -0.501509907407E+00   0.103832468661E-04  -0.455122633868E+00   0.459717355717E-05  -0.733429520331E+00 
  0.330710622089E+01  -0.190937777935E+01  -0.131132192496E-04   0.289417680199E+00  -0.464773970996E-01   0.268339197786E-01   0.182798500478E-06   0.118828156627E+00  -0.497569916448E+00   0.101061875898E-04  -0.454477011856E+00   0.477960906819E-05  -0.730680141794E+00 
  0.329844618954E+01  -0.190437739366E+01  -0.130849979527E-04   0.289974568597E+00  -0.499660379147E-01   0.288536068599E-01   0.131438406168E-06   0.114445426202E+00  -0.493391765985E+00   0.360202366992E-05  -0.454126950982E+00   0.556822492452E-05  -0.728488357909E+00 
  0.328978653438E+01  -0.189937635651E+01  -0.130631382085E-04   0.290571422328E+00  -0.533956941485E-01   0.308384539432E-01   0.125709122178E-06   0.110306328969E+00  -0.489409186800E+00   0.938058494629E-06  -0.453716189418E+00   0.557370750531E-05  -0.726278250370E+00 
  0.328112717972E+01  -0.189437479907E+01  -0.130441719222E-04   0.291207622345E+00  -0.567808336376E-01   0.327978865859E-01   0.116227092627E-06   0.107938640467E+00  -0.486677234424E+00   0.249653622729E-05  -0.452717909672E+00   0.300720594830E-05  -0.723422859940E+00 
  0.327246814356E+01  -0.188937269023E+01  -0.130260114570E-04   0.291882711595E+00  -0.601208319549E-01   0.347319844666E-01   0.122171165297E-06   0.101999826121E+00  -0.483294525402E+00  -0.152363487663E-05  -0.453672111044E+00   0.775909869235E-05  -0.722508659126E+00 
  0.326380950943E+01  -0.188436988552E+01  -0.130026814724E-04   0.292595999871E+00  -0.633932494185E-01   0.366303919246E-01   0.182244077698E-06   0.977813762833E-01  -0.480024025430E+00  -0.483104170691E-05  -0.454547631154E+00   0.107037212650E-04  -0.721726705749E+00 
  0.325515107011E+01  -0.187936674366E+01  -0.129733093717E-04   0.293346836421E+00  -0.666201398650E-01   0.384974778872E-01   0.251220145366E-06   0.946455230730E-01  -0.477058766706E+00  -0.522733057862E-05  -0.455299432759E+00   0.424141858028E-05  -0.721088568511E+00 
  0.324649270142E+01  -0.187436347955E+01  -0.129472621984E-04   0.294134681138E+00  -0.698004455120E-01   0.403338918191E-01   0.236046872546E-06   0.906145490889E-01  -0.474228581047E+00   0.692969025929E-06  -0.455979324705E+00  -0.121926842767E-04  -0.720593119240E+00 
  0.323783459533E+01  -0.186935976104E+01  -0.129406663714E-04   0.294958985996E+00  -0.729331675229E-01   0.421503837369E-01   0.473263126869E-07   0.864192735318E-01  -0.472630213745E+00   0.226604944308E-04  -0.456485791775E+00  -0.176372157195E-04  -0.720544944797E+00 
  0.322917682077E+01  -0.186435546891E+01  -0.129577194530E-04   0.295819298086E+00  -0.760312208279E-01   0.439484699941E-01  -0.228522730472E-06   0.838341677929E-01  -0.470887783530E+00   0.980647461026E-05  -0.457197817710E+00  -0.369712842763E-04  -0.720015781023E+00 
  0.322051946416E+01  -0.185935045379E+01  -0.129888539178E-04   0.296715242371E+00  -0.790966734546E-01   0.457288633459E-01  -0.383493674931E-06   0.811946882837E-01  -0.469569847141E+00  -0.102099421364E-04  -0.457329371426E+00  -0.367923584951E-04  -0.719884378848E+00 
  0.321186210754E+01  -0.185434543867E+01  -0.130199883821E-04   0.297646512587E+00  -0.821401817126E-01   0.474995993977E-01  -0.407066930575E-06   0.793898817709E-01  -0.468343771133E+00  -0.942594368997E-05  -0.458335754826E+00  -0.138120558094E-04  -0.719785634009E+00 
  0.320320537839E+01  -0.184933933834E+01  -0.130567987759E-04   0.298612841572E+00  -0.851603109225E-01   0.492492684607E-01  -0.331917017248E-06   0.777193646781E-01  -0.466837348594E+00  -0.134764142117E-04  -0.459617553458E+00  -0.568060493049E-05  -0.720379807611E+00 
  0.319454863682E+01  -0.184433325949E+01  -0.130805802909E-04   0.299613951024E+00  -0.881639429501E-01   0.509829303062E-01  -0.174169346236E-06   0.770422757680E-01  -0.465780334179E+00  -0.186659131769E-04  -0.460161157734E+00   0.254107443490E-05  -0.721502835550E+00 
  0.318589197035E+01  -0.183932705079E+01  -0.130936329117E-04   0.300649686358E+00  -0.911576052853E-01   0.527184089668E-01  -0.101800571433E-06   0.751556423043E-01  -0.467060074493E+00   0.233123517484E-06  -0.458162577910E+00  -0.102184637319E-04  -0.724349036874E+00 
  0.317723615487E+01  -0.183431937086E+01  -0.131083607733E-04   0.301720049585E+00  -0.941450091728E-01   0.544747077346E-01  -0.166867175552E-06   0.740947526447E-01  -0.468215477403E+00   0.521943739580E-05  -0.457652870735E+00  -0.133535498472E-04  -0.726383572880E+00 
  0.316858121556E+01  -0.182931017676E+01  -0.131318106344E-04   0.302825053643E+00  -0.971287317912E-01   0.562252720541E-01  -0.297614571179E-06   0.735880214917E-01  -0.468400797791E+00   0.122557035525E-04  -0.462467995660E+00  -0.128221875347E-04  -0.728255086999E+00 
  0.315992665814E+01  -0.182430032287E+01  -0.131656194888E-04   0.303964622306E+00  -0.100120427496E+00   0.579620151049E-01  -0.437914620556E-06   0.752119345416E-01  -0.469522145980E+00   0.153065092430E-04  -0.464073751830E+00  -0.439963588913E-05  -0.730352543166E+00 
  0.315127240798E+01  -0.181928993825E+01  -0.132062505358E-04   0.305138929414E+00  -0.103141528119E+00   0.597151216440E-01  -0.546008322374E-06   0.769905880309E-01  -0.472418911246E+00   0.161014737413E-04  -0.463136712070E+00   0.797867857150E-05  -0.731012222995E+00 
  0.314261845510E+01  -0.181427904017E+01  -0.132361712533E-04   0.306348316475E+00  -0.106182667034E+00   0.614884874988E-01  -0.435212527525E-06   0.783748853174E-01  -0.475374425228E+00  -0.140585090171E-04  -0.465968698137E+00   0.345363350239E-04  -0.733682094734E+00 
  0.313396446523E+01  -0.180926820598E+01  -0.132302592495E-04   0.307593139194E+00  -0.109276536296E+00   0.632782423581E-01   0.655930664095E-07   0.839775809034E-01  -0.479822666453E+00  -0.447646766600E-04  -0.468798766131E+00   0.678662197381E-04  -0.736439502821E+00 
  0.312531018582E+01  -0.180425787185E+01  -0.131871397149E-04   0.308874121408E+00  -0.112451393739E+00   0.651035456829E-01   0.850658101182E-06   0.905989939728E-01  -0.486009936667E+00  -0.468305495993E-04  -0.470404170371E+00   0.579480887147E-04  -0.740575059636E+00 
  0.311665590642E+01  -0.179924753773E+01  -0.131440201798E-04   0.310192232379E+00  -0.115716760231E+00   0.669783475092E-01   0.102035875123E-05   0.977992625712E-01  -0.492986657294E+00   0.128043282055E-04  -0.471937931735E+00   0.579085846929E-05  -0.745476608245E+00 
  0.310800081387E+01  -0.179423860841E+01  -0.130761095574E-04   0.311548602934E+00  -0.119094460833E+00   0.689137820164E-01   0.933829883416E-06   0.107852271467E+00  -0.501750188232E+00   0.104065967547E-04  -0.473106301435E+00   0.288284807654E-04  -0.749822164479E+00 
  0.309934499594E+01  -0.178923093271E+01  -0.130018547622E-04   0.312944708726E+00  -0.122617139490E+00   0.709273798949E-01   0.112556192115E-05   0.119720771771E+00  -0.510976621212E+00  -0.207737534668E-04  -0.474094845838E+00   0.593779182339E-04  -0.753102717306E+00 
  0.309068822819E+01  -0.178422489913E+01  -0.128960955093E-04   0.314382188492E+00  -0.126283952247E+00   0.730138180700E-01   0.176043228183E-05   0.132630513201E+00  -0.519774485564E+00  -0.626697297618E-04  -0.472838875063E+00   0.675793600161E-04  -0.758250451574E+00 
